,MovieID,Title,Genres,MovieIDm,Year,1,2,3,4,5,n_5_star,n_4_star,n_ratings,WeightedScore
3229,3462,Modern Times (1936),Comedy,m3462,1936,2,10,50,95,148,148,95,548,212.10000000000002
323,333,Tommy Boy (1995),Comedy,m333,1995,26,53,105,141,85,85,141,636,212.0
3209,3441,Red Dawn (1984),Action|War,m3441,1984,28,71,158,178,40,40,178,693,212.0
850,911,Charade (1963),Comedy|Mystery|Romance|Thriller,m911,1963,3,6,45,130,122,122,130,558,211.60000000000002
1653,1831,Lost in Space (1998),Action|Sci-Fi|Thriller,m1831,1998,135,179,208,118,27,27,118,812,211.3
202,208,Waterworld (1995),Action|Adventure,m208,1995,129,162,210,120,30,30,120,801,211.20000000000002
2969,3186,"Girl, Interrupted (1999)",Drama,m3186,1999,17,44,144,168,58,58,168,657,210.8
2587,2792,Airplane II: The Sequel (1982),Comedy,m2792,1982,48,132,193,153,32,32,153,743,210.5
1146,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,m1237,1957,8,8,44,86,153,153,86,538,209.9
6,7,Sabrina (1995),Comedy|Romance,m7,1995,18,49,179,151,61,61,151,670,209.8
1274,1373,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,m1373,1989,109,134,214,114,42,42,114,769,209.0
704,741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,m741,1995,5,14,54,116,125,125,116,555,208.3
2718,2926,Hairspray (1988),Comedy|Drama,m2926,1988,28,60,141,160,56,56,160,661,208.20000000000002
1439,1566,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,m1566,1997,34,64,166,147,58,58,147,674,207.9
2529,2734,"Mosquito Coast, The (1986)",Drama,m2734,1986,10,66,178,171,41,41,171,678,207.39999999999998
3702,3949,Requiem for a Dream (2000),Drama,m3949,2000,9,15,40,108,132,132,108,544,207.20000000000002
1151,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,m1243,1990,10,23,60,101,131,131,101,557,207.2
1211,1303,"Man Who Would Be King, The (1975)",Adventure,m1303,1975,1,8,58,126,117,117,126,553,206.9
1829,2009,Soylent Green (1973),Sci-Fi|Thriller,m2009,1973,12,42,150,151,67,67,151,640,206.8
889,950,"Thin Man, The (1934)",Mystery,m950,1934,2,3,39,127,121,121,127,540,206.6
3178,3409,Final Destination (2000),Drama|Thriller,m3409,2000,33,70,148,155,53,53,155,667,206.4
1286,1385,Under Siege (1992),Action,m1385,1992,26,78,147,166,44,44,166,671,206.0
1935,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,m2116,1978,26,83,122,133,74,74,133,645,205.9
2210,2403,First Blood (1982),Action,m2403,1982,16,38,121,147,75,75,147,619,205.4
2614,2819,Three Days of the Condor (1975),Thriller,m2819,1975,0,7,66,153,93,93,153,565,205.4
2238,2431,Patch Adams (1998),Comedy|Drama,m2431,1998,62,70,147,131,64,64,131,669,205.10000000000002
982,1049,"Ghost and the Darkness, The (1996)",Action|Adventure,m1049,1996,26,63,155,151,56,56,151,658,204.89999999999998
3459,3701,Alien Nation (1988),Crime|Drama|Sci-Fi,m3701,1988,22,69,219,162,32,32,162,698,204.2
2126,2318,Happiness (1998),Comedy,m2318,1998,21,19,47,116,117,117,116,553,203.9
3037,3261,Singles (1992),Comedy|Drama|Romance,m3261,1992,8,38,164,177,42,42,177,648,203.7
3081,3307,City Lights (1931),Comedy|Drama|Romance,m3307,1931,3,6,24,88,150,150,88,509,203.20000000000002
2777,2989,For Your Eyes Only (1981),Action,m2989,1981,4,46,160,163,52,52,163,640,202.9
839,900,"American in Paris, An (1951)",Musical|Romance,m900,1951,8,21,86,127,101,101,127,571,202.8
3439,3681,For a Few Dollars More (1965),Western,m3681,1965,7,9,65,167,77,77,167,569,202.4
1065,1147,When We Were Kings (1996),Documentary,m1147,1996,2,4,33,102,136,136,102,515,201.6
2956,3173,Any Given Sunday (1999),Drama,m3173,1999,36,100,153,155,39,39,155,677,201.4
417,431,Carlito's Way (1993),Crime|Drama,m431,1993,5,26,107,171,60,60,171,600,201.3
138,144,"Brothers McMullen, The (1995)",Comedy,m144,1995,15,50,155,176,37,37,176,646,200.5
3166,3397,"Great Muppet Caper, The (1981)",Children's|Comedy,m3397,1981,7,23,99,157,72,72,157,587,200.5
3040,3264,Buffy the Vampire Slayer (1992),Comedy|Horror,m3264,1992,40,86,203,153,30,30,153,695,199.9
881,942,Laura (1944),Crime|Film-Noir|Mystery,m942,1944,0,3,54,116,119,119,116,527,199.7
2111,2303,Nashville (1975),Drama|Musical,m2303,1975,8,21,74,108,114,114,108,547,198.8
3197,3429,Creature Comforts (1990),Animation|Comedy,m3429,1990,1,3,40,89,141,141,89,504,198.0
1951,2132,Who's Afraid of Virginia Woolf? (1966),Drama,m2132,1966,6,15,45,116,115,115,116,528,197.9
2399,2598,Pushing Tin (1999),Comedy,m2598,1999,42,105,214,146,26,26,146,705,197.8
2220,2413,Clue (1985),Comedy|Mystery,m2413,1985,31,86,134,126,66,66,126,635,197.8
2554,2759,Dick (1999),Comedy,m2759,1999,23,51,151,162,43,43,162,635,197.1
3049,3273,Scream 3 (2000),Horror|Mystery|Thriller,m3273,2000,107,121,198,121,30,30,121,728,196.89999999999998
179,185,"Net, The (1995)",Sci-Fi|Thriller,m185,1995,45,165,203,131,25,25,131,725,196.8
1937,2118,"Dead Zone, The (1983)",Horror|Thriller,m2118,1983,5,24,113,153,68,68,153,584,196.70000000000002
1303,1405,Beavis and Butt-head Do America (1996),Animation|Comedy,m1405,1996,71,69,150,140,45,45,140,660,196.5
2274,2467,"Name of the Rose, The (1986)",Mystery,m2467,1986,3,19,77,133,92,92,133,549,195.70000000000002
452,466,Hot Shots! Part Deux (1993),Action|Comedy|War,m466,1993,82,130,209,127,25,25,127,725,195.6
972,1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,m1037,1992,95,178,207,111,24,24,111,750,195.3
1555,1693,Amistad (1997),Drama,m1693,1997,10,21,101,145,74,74,145,570,194.5
3047,3271,Of Mice and Men (1992),Drama,m3271,1992,3,14,81,162,68,68,162,558,194.2
2109,2301,History of the World: Part I (1981),Comedy,m2301,1981,16,36,111,129,79,79,129,579,194.0
3045,3269,Forever Young (1992),Adventure|Romance|Sci-Fi,m3269,1992,19,81,193,152,32,32,152,661,193.8
2795,3007,American Movie (1999),Documentary,m3007,1999,10,18,44,109,114,114,109,518,193.3
2512,2717,Ghostbusters II (1989),Comedy|Horror,m2717,1989,46,138,232,121,28,28,121,714,193.10000000000002
2820,3034,Robin Hood (1973),Animation|Children's,m3034,1973,10,19,95,144,75,75,144,562,193.1
993,1061,Sleepers (1996),Crime|Drama,m1061,1996,11,38,109,166,50,50,166,590,192.8
2120,2312,Children of a Lesser God (1986),Drama,m2312,1986,4,13,89,155,70,70,155,556,192.7
158,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,m164,1995,10,24,128,175,42,42,175,596,192.7
2713,2921,High Plains Drifter (1972),Western,m2921,1972,4,14,70,156,73,73,156,546,192.5
2968,3185,Snow Falling on Cedars (1999),Drama,m3185,1999,22,55,120,139,62,62,139,599,192.5
3236,3469,Inherit the Wind (1960),Drama,m3469,1960,2,5,33,104,124,124,104,496,192.4
517,531,"Secret Garden, The (1993)",Children's|Drama,m531,1993,8,21,93,135,81,81,135,554,191.8
3389,3629,"Gold Rush, The (1925)",Comedy,m3629,1925,6,7,37,104,121,121,104,500,191.7
3377,3617,Road Trip (2000),Comedy,m3617,2000,36,60,126,150,47,47,150,616,191.7
2401,2600,eXistenZ (1999),Action|Sci-Fi|Thriller,m2600,1999,43,61,109,142,55,55,142,607,191.5
461,475,In the Name of the Father (1993),Drama,m475,1993,2,15,67,156,72,72,156,540,190.8
3228,3461,Lord of the Flies (1963),Adventure|Drama|Thriller,m3461,1963,11,26,104,141,71,71,141,565,190.8
3102,3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,m3328,1999,13,22,62,121,96,96,121,531,190.5
1960,2141,"American Tail, An (1986)",Animation|Children's|Comedy,m2141,1986,16,46,144,145,53,53,145,602,190.4
1188,1280,Raise the Red Lantern (1991),Drama,m1280,1991,1,5,45,120,106,106,120,503,189.60000000000002
2999,3219,Pacific Heights (1990),Thriller,m3219,1990,21,57,177,171,21,21,171,639,189.60000000000002
1100,1189,"Thin Blue Line, The (1988)",Documentary,m1189,1988,1,8,39,95,126,126,95,490,189.5
2414,2616,Dick Tracy (1990),Action|Crime,m2616,1990,84,168,250,106,16,16,106,746,189.0
1482,1614,In & Out (1997),Comedy,m1614,1997,20,72,146,148,42,42,148,618,189.0
1736,1916,Buffalo 66 (1998),Action|Comedy|Drama,m1916,1998,25,50,72,135,72,72,135,561,188.7
120,125,Flirting With Disaster (1996),Comedy,m125,1996,6,24,72,131,85,85,131,534,188.60000000000002
1731,1911,Doctor Dolittle (1998),Comedy,m1911,1998,44,124,199,145,15,15,145,687,188.4
3265,3498,Midnight Express (1978),Drama,m3498,1978,1,11,59,138,86,86,138,519,188.20000000000002
2420,2622,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,m2622,1999,20,54,152,139,50,50,139,604,187.5
3301,3534,28 Days (2000),Comedy,m3534,2000,28,95,217,146,19,19,146,670,187.3
480,494,Executive Decision (1996),Action|Thriller,m494,1996,19,43,157,169,28,28,169,613,187.3
2760,2971,All That Jazz (1979),Musical,m2971,1979,8,24,74,121,90,90,121,528,186.9
1747,1927,All Quiet on the Western Front (1930),War,m1927,1930,3,6,39,108,112,112,108,488,186.0
478,492,Manhattan Murder Mystery (1993),Comedy|Mystery,m492,1993,5,19,96,160,55,55,160,550,185.5
3280,3513,Rules of Engagement (2000),Drama|Thriller,m3513,2000,13,50,169,154,34,34,154,608,184.8
2873,3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,m3089,1948,2,2,32,84,132,132,84,468,184.8
3035,3259,Far and Away (1992),Drama|Romance,m3259,1992,14,59,142,140,48,48,140,591,184.2
190,196,Species (1995),Horror|Sci-Fi,m196,1995,57,142,210,123,18,18,123,691,184.10000000000002
743,786,Eraser (1996),Action|Thriller,m786,1996,34,77,180,136,33,33,136,629,183.10000000000002
2856,3071,Stand and Deliver (1987),Drama,m3071,1987,1,14,97,164,51,51,164,542,183.1
860,921,My Favorite Year (1982),Comedy,m921,1982,1,15,70,145,71,71,145,518,182.60000000000002
2197,2390,Little Voice (1998),Comedy,m2390,1998,9,23,93,141,64,64,141,535,181.3
3234,3467,Hud (1963),Drama|Western,m3467,1963,6,8,51,123,91,91,123,493,181.0
1599,1754,Fallen (1998),Action|Mystery|Thriller,m1754,1998,16,58,130,128,56,56,128,572,180.8
524,538,Six Degrees of Separation (1993),Drama,m538,1993,2,17,91,130,75,75,130,520,180.5
759,805,"Time to Kill, A (1996)",Drama,m805,1996,9,31,102,152,50,50,152,546,179.8
1463,1594,In the Company of Men (1997),Drama,m1594,1997,13,21,69,122,82,82,122,511,179.8
1835,2015,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy,m2015,1961,11,41,139,143,46,46,143,569,179.70000000000002
1623,1792,U.S. Marshalls (1998),Action|Thriller,m1792,1998,22,78,181,135,32,32,135,615,179.5
2208,2401,Pale Rider (1985),Western,m2401,1985,3,17,80,161,51,51,161,524,178.60000000000002
3625,3871,Shane (1953),Drama|Western,m3871,1953,6,21,79,109,90,90,109,504,178.5
3261,3494,True Grit (1969),Adventure|Western,m3494,1969,5,24,90,132,69,69,132,521,178.3
2216,2409,Rocky II (1979),Action|Drama,m2409,1979,28,65,188,128,36,36,128,609,178.20000000000002
2,3,Grumpier Old Men (1995),Comedy|Romance,m3,1995,44,95,191,105,43,43,105,626,178.2
2041,2231,Rounders (1998),Crime|Drama,m2231,1998,6,22,116,158,43,43,158,546,178.10000000000002
585,599,"Wild Bunch, The (1969)",Western,m599,1969,5,13,35,112,99,99,112,475,178.1
305,314,"Secret of Roan Inish, The (1994)",Drama,m314,1994,5,19,72,124,80,80,124,504,178.0
1957,2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,m2138,1978,6,11,85,126,77,77,126,508,177.9
1949,2130,Atlantic City (1980),Crime|Drama|Romance,m2130,1980,5,12,80,139,68,68,139,511,177.89999999999998
3502,3744,Shaft (2000),Action|Crime,m3744,2000,21,57,165,155,23,23,155,599,177.8
521,535,Short Cuts (1993),Drama,m535,1993,7,23,68,123,80,80,123,504,177.70000000000002
1712,1892,"Perfect Murder, A (1998)",Mystery|Thriller,m1892,1998,9,49,162,146,35,35,146,582,177.7
1487,1620,Kiss the Girls (1997),Crime|Drama|Thriller,m1620,1997,12,62,140,143,38,38,143,576,177.1
1090,1178,Paths of Glory (1957),Drama|War,m1178,1957,3,3,19,62,143,143,62,435,177.1
3020,3244,"Goodbye Girl, The (1977)",Comedy|Romance,m3244,1977,7,19,93,149,54,54,149,525,176.7
1784,1964,Klute (1971),Drama|Mystery,m1964,1971,5,13,75,151,58,58,151,511,176.5
2897,3113,End of Days (1999),Action|Thriller,m3113,1999,96,160,191,91,26,26,91,681,176.5
1570,1717,Scream 2 (1997),Horror|Thriller,m1717,1997,56,88,154,125,32,32,125,612,175.9
2338,2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,m2533,1971,42,85,184,116,36,36,116,615,175.8
3378,3618,Small Time Crooks (2000),Comedy,m3618,2000,21,46,113,153,36,36,153,558,175.5
2574,2779,Heaven Can Wait (1978),Comedy,m2779,1978,3,25,126,137,54,54,137,536,175.3
1637,1810,Primary Colors (1998),Drama,m1810,1998,5,24,131,155,38,38,155,546,174.7
500,514,"Ref, The (1994)",Comedy,m514,1994,6,42,106,146,46,46,146,538,174.4
217,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,m224,1995,12,47,152,128,47,47,128,561,174.1
2947,3163,Topsy-Turvy (1999),Drama,m3163,1999,19,26,68,104,87,87,104,495,173.7
67,69,Friday (1995),Comedy,m69,1995,13,26,89,121,70,70,121,510,173.3
910,971,Cat on a Hot Tin Roof (1958),Drama,m971,1958,2,6,62,108,93,93,108,472,173.3
884,945,Top Hat (1935),Comedy|Musical|Romance,m945,1935,3,8,31,116,93,93,116,460,173.3
3322,3556,"Virgin Suicides, The (1999)",Comedy|Drama,m3556,1999,8,33,99,120,68,68,120,516,173.2
3680,3927,Fantastic Voyage (1966),Adventure|Sci-Fi,m3927,1966,5,19,134,149,41,41,149,538,172.8
3444,3686,Flatliners (1990),Thriller,m3686,1990,14,64,167,139,29,29,139,581,172.4
1931,2112,Grand Canyon (1991),Crime|Drama,m2112,1991,11,45,104,136,50,50,136,532,172.2
3167,3398,"Muppets Take Manhattan, The (1984)",Children's|Comedy,m3398,1984,13,36,102,146,44,44,146,531,172.0
3206,3438,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,m3438,1990,91,135,188,95,25,25,95,654,171.8
1666,1845,Zero Effect (1998),Comedy|Thriller,m1845,1998,7,32,72,108,82,82,108,491,171.60000000000002
3491,3733,"Paper Chase, The (1973)",Drama,m3733,1973,2,12,69,154,52,52,154,495,171.2
1614,1779,Sphere (1998),Adventure|Sci-Fi|Thriller,m1779,1998,81,159,184,95,22,22,95,658,171.1
1350,1459,Absolute Power (1997),Mystery|Thriller,m1459,1997,14,40,147,154,25,25,154,559,170.5
21,22,Copycat (1995),Crime|Drama|Thriller,m22,1995,17,47,140,135,39,39,135,552,170.4
1486,1619,Seven Years in Tibet (1997),Drama|War,m1619,1997,12,43,129,134,44,44,134,540,170.2
2221,2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery,m2414,1985,12,36,156,142,33,33,142,554,169.9
362,372,Reality Bites (1994),Comedy|Drama,m372,1994,24,68,177,136,23,23,136,587,169.7
1435,1562,Batman & Robin (1997),Action|Adventure|Crime,m1562,1997,191,175,150,73,17,17,73,696,169.60000000000002
520,534,Shadowlands (1993),Drama|Romance,m534,1993,6,17,67,124,72,72,124,482,169.6
2803,3016,Creepshow (1982),Horror,m3016,1982,24,58,216,121,28,28,121,596,169.5
1128,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,m1218,1989,5,6,37,84,112,112,84,440,169.2
2652,2859,Stop Making Sense (1984),Documentary,m2859,1984,0,7,29,104,99,99,104,442,169.10000000000002
3623,3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,m3869,1991,41,62,173,128,27,27,128,586,169.1
102,105,"Bridges of Madison County, The (1995)",Drama|Romance,m105,1995,33,56,134,116,48,48,116,551,169.0
432,446,Farewell My Concubine (1993),Drama|Romance,m446,1993,2,9,43,112,88,88,112,454,168.4
947,1012,Old Yeller (1957),Children's|Drama,m1012,1957,9,21,78,135,58,58,135,494,168.3
2235,2428,"Faculty, The (1998)",Horror|Sci-Fi,m2428,1998,65,129,197,99,23,23,99,635,168.2
310,319,Shallow Grave (1994),Thriller,m319,1994,4,14,55,134,66,66,134,473,167.8
223,230,Dolores Claiborne (1994),Drama|Thriller,m230,1994,11,37,119,147,35,35,147,531,167.8
2846,3061,Holiday Inn (1942),Comedy|Musical,m3061,1942,6,10,59,136,64,64,136,475,167.8
1172,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,m1264,1981,1,14,47,103,92,92,103,452,167.3
3392,3633,On Her Majesty's Secret Service (1969),Action,m3633,1969,12,37,132,120,52,52,120,525,167.0
2021,2203,Shadow of a Doubt (1943),Film-Noir|Thriller,m2203,1943,2,7,28,85,111,111,85,429,166.8
904,965,"39 Steps, The (1935)",Thriller,m965,1935,3,6,47,110,87,87,110,450,166.5
1657,1835,City of Angels (1998),Romance,m1835,1998,25,56,116,126,43,43,126,535,166.3
651,673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,m673,1996,91,149,222,85,16,16,85,664,166.3
421,435,Coneheads (1993),Comedy|Sci-Fi,m435,1993,90,158,173,96,16,16,96,645,165.8
2302,2496,Blast from the Past (1999),Comedy|Romance,m2496,1999,13,50,123,141,33,33,141,534,165.60000000000002
1399,1518,Breakdown (1997),Action|Thriller,m1518,1997,11,39,128,142,34,34,142,530,165.6
740,783,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,m783,1996,30,47,151,130,32,32,130,552,165.4
518,532,Serial Mom (1994),Comedy|Crime|Horror,m532,1994,54,74,105,111,45,45,111,545,164.8
215,222,Circle of Friends (1995),Drama|Romance,m222,1995,8,22,115,150,34,34,150,513,164.60000000000002
711,748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,m748,1996,22,72,172,123,28,28,123,568,164.5
2142,2335,"Waterboy, The (1998)",Comedy,m2335,1998,72,72,131,105,40,40,105,565,164.5
2470,2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,m2672,1999,24,69,138,129,31,31,129,551,164.4
2816,3030,Yojimbo (1961),Comedy|Drama|Western,m3030,1961,5,3,13,73,121,121,73,409,164.20000000000002
3026,3250,Alive (1993),Drama,m3250,1993,4,45,147,140,30,30,140,536,164.2
298,307,Three Colors: Blue (1993),Drama,m307,1993,5,10,35,99,94,94,99,436,163.9
1256,1354,Breaking the Waves (1996),Drama,m1354,1996,15,29,41,85,97,97,85,449,163.8
414,428,"Bronx Tale, A (1993)",Drama,m428,1993,3,12,53,127,68,68,127,458,163.7
139,145,Bad Boys (1995),Action,m145,1995,15,70,111,125,41,41,125,528,163.60000000000002
3050,3274,Single White Female (1992),Action,m3274,1992,16,85,193,124,20,20,124,582,163.6
396,410,Addams Family Values (1993),Comedy,m410,1993,49,97,182,118,17,17,118,598,163.5
1889,2070,Tender Mercies (1983),Drama,m2070,1983,5,19,51,110,79,79,110,453,163.10000000000002
3548,3791,Footloose (1984),Drama,m3791,1984,26,88,180,113,28,28,113,576,163.1
1714,1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,m1894,1998,47,97,197,111,19,19,111,601,163.0
955,1020,Cool Runnings (1993),Comedy,m1020,1993,16,64,157,120,35,35,120,547,162.9
1783,1963,Take the Money and Run (1969),Comedy,m1963,1969,2,5,53,110,82,82,110,444,162.8
3136,3365,"Searchers, The (1956)",Western,m3365,1956,7,7,43,89,99,99,89,433,162.8
2738,2946,Help! (1965),Comedy|Musical,m2946,1965,4,21,88,102,76,76,102,469,162.4
2513,2718,Drop Dead Gorgeous (1999),Comedy,m2718,1999,38,74,119,104,48,48,104,535,162.2
1121,1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,m1211,1987,7,11,41,72,111,111,72,425,162.1
1535,1672,"Rainmaker, The (1997)",Drama,m1672,1997,3,25,111,150,32,32,150,503,161.60000000000002
3527,3770,Dreamscape (1984),Adventure|Crime|Sci-Fi|Thriller,m3770,1984,5,36,121,147,29,29,147,514,161.4
3314,3548,Auntie Mame (1958),Comedy|Drama,m3548,1958,7,18,68,101,80,80,101,455,161.3
3575,3819,Tampopo (1986),Comedy,m3819,1986,5,9,38,116,77,77,116,438,160.9
2090,2282,Pecker (1998),Comedy|Drama,m2282,1998,14,37,93,115,57,57,115,488,160.60000000000002
3433,3675,White Christmas (1954),Musical,m3675,1954,7,15,63,119,67,67,119,457,160.6
2281,2474,"Color of Money, The (1986)",Drama,m2474,1986,5,31,133,149,25,25,149,517,160.6
873,934,Father of the Bride (1950),Comedy,m934,1950,6,24,99,114,61,61,114,479,160.5
691,724,"Craft, The (1996)",Drama|Horror,m724,1996,29,80,166,108,33,33,108,557,160.3
2972,3189,My Dog Skip (1999),Comedy,m3189,1999,7,24,89,129,51,51,129,480,160.2
3442,3684,"Fabulous Baker Boys, The (1989)",Drama|Romance,m3684,1989,10,40,143,136,29,29,136,523,159.9
1058,1135,Private Benjamin (1980),Comedy,m1135,1980,19,57,184,122,25,25,122,554,159.9
1506,1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance,m1643,1997,3,10,62,132,58,58,132,455,159.6
1945,2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,m2126,1998,63,130,187,100,15,15,100,610,159.5
2939,3155,Anna and the King (1999),Drama|Romance,m3155,1999,11,51,102,127,42,42,127,502,159.5
3153,3384,"Taking of Pelham One Two Three, The (1974)",Action,m3384,1974,3,11,73,140,49,49,140,465,159.5
479,493,Menace II Society (1993),Action|Crime|Drama,m493,1993,11,26,83,127,51,51,127,476,158.8
2778,2990,Licence to Kill (1989),Action,m2990,1989,17,69,148,122,29,29,122,536,158.3
3499,3741,Badlands (1973),Crime|Drama,m3741,1973,2,10,45,94,90,90,94,425,158.2
210,216,Billy Madison (1995),Comedy,m216,1995,40,67,99,86,63,63,86,504,158.10000000000002
2530,2735,"Golden Child, The (1986)",Action|Adventure|Comedy,m2735,1986,40,108,184,113,14,14,113,586,158.1
2913,3129,Sweet and Lowdown (1999),Comedy|Drama,m3129,1999,4,23,82,125,54,54,125,467,157.9
1054,1131,Jean de Florette (1986),Drama,m1131,1986,1,7,23,75,110,110,75,401,157.7
2654,2861,For Love of the Game (1999),Comedy|Drama,m2861,1999,48,49,101,113,43,43,113,510,157.4
2185,2378,Police Academy (1984),Comedy,m2378,1984,42,82,150,113,26,26,113,552,157.3
796,849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,m849,1996,113,143,151,89,15,15,89,615,157.2
2545,2750,Radio Days (1987),Comedy|Drama,m2750,1987,7,19,80,126,53,53,126,464,157.10000000000002
